GIT-REMOTE-HTTPS.EXE-4A10CD32.pf,7/11/2022 9:53:03 AM,7/11/2022 5:54:21 PM,"6,463",GIT-REMOTE-HTTPS.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\RESOURCES\app\git\mingw64\bin\GIT-REMOTE-HTTPS.EXE,20,"7/11/2022 5:54:21 PM, 7/11/2022 5:23:55 PM, 7/11/2022 4:53:30 PM, 7/11/2022 4:23:05 PM, 7/11/2022 3:52:40 PM, 7/11/2022 3:22:14 PM, 7/11/2022 2:51:49 PM, 7/11/2022 2:46:41 PM",No
GIT-SH-I18N--ENVSUBST.EXE-E141DF3A.pf,7/11/2022 2:46:42 PM,7/11/2022 2:46:42 PM,"4,171",GIT-SH-I18N--ENVSUBST.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\RESOURCES\app\git\mingw64\bin\GIT-SH-I18N--ENVSUBST.EXE,2,"7/11/2022 2:46:42 PM, 7/11/2022 2:46:42 PM",No
GIT.EXE-13986DFD.pf,7/11/2022 9:53:03 AM,7/11/2022 5:54:21 PM,"4,945",GIT.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\RESOURCES\app\git\mingw64\bin\git.exe,61,"7/11/2022 5:54:21 PM, 7/11/2022 5:54:21 PM, 7/11/2022 5:54:21 PM, 7/11/2022 5:23:55 PM, 7/11/2022 5:23:55 PM, 7/11/2022 5:23:55 PM, 7/11/2022 4:53:30 PM, 7/11/2022 4:23:05 PM",No
GIT.EXE-EB5E22EC.pf,7/11/2022 9:53:03 AM,7/11/2022 5:54:21 PM,"3,206",GIT.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\RESOURCES\app\git\cmd\git.exe,40,"7/11/2022 5:54:20 PM, 7/11/2022 5:23:54 PM, 7/11/2022 4:53:29 PM, 7/11/2022 4:23:04 PM, 7/11/2022 3:52:39 PM, 7/11/2022 3:22:14 PM, 7/11/2022 2:51:48 PM, 7/11/2022 2:46:36 PM",No
GIT.EXE-EEDABAD9.pf,7/11/2022 10:13:19 AM,7/11/2022 5:55:46 PM,"5,519",GIT.EXE,C:\PROGRAM FILES\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\Common7\IDE\COMMONEXTENSIONS\MICROSOFT\TEAMFOUNDATION\TEAM EXPLORER\Git\mingw64\bin\git.exe,38,"7/11/2022 5:55:46 PM, 7/11/2022 5:46:37 PM, 7/11/2022 5:29:40 PM, 7/11/2022 5:27:30 PM, 7/11/2022 5:18:32 PM, 7/11/2022 5:14:59 PM, 7/11/2022 5:04:15 PM, 7/11/2022 5:00:37 PM",No
GITHUBDESKTOP.EXE-9CDAC8C5.pf,7/6/2022 10:05:27 AM,7/11/2022 2:46:36 PM,"38,473",GITHUBDESKTOP.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\GITHUBDESKTOP.EXE,3,"7/11/2022 2:46:36 PM, 7/6/2022 10:37:47 AM, 7/6/2022 10:05:17 AM",No
GITHUBDESKTOP.EXE-9CDAC8C7.pf,7/11/2022 2:46:36 PM,7/11/2022 2:46:36 PM,"3,044",GITHUBDESKTOP.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.3\GITHUBDESKTOP.EXE,1,7/11/2022 2:46:36 PM,No
GITHUBDESKTOP.EXE-A8D16470.pf,6/15/2022 8:51:10 AM,7/1/2022 1:11:09 PM,"45,018",GITHUBDESKTOP.EXE,C:\Users\npmoyer\AppData\Local\GITHUBDESKTOP\APP-3.0.2\GITHUBDESKTOP.EXE,5,"7/1/2022 1:10:59 PM, 6/21/2022 8:11:49 AM, 6/17/2022 2:22:18 PM, 6/15/2022 8:51:15 AM, 6/15/2022 8:51:00 AM",No
GOOGLEUPDATE.EXE-62E5E10F.pf,7/11/2022 1:38:25 PM,7/11/2022 1:38:25 PM,"8,449",GOOGLEUPDATE.EXE,C:\PROGRAM FILES (X86)\Google\Update\GOOGLEUPDATE.EXE,1,7/11/2022 1:38:24 PM,No
GPUPDATE.EXE-AD7738E4.pf,7/11/2022 11:11:43 AM,7/11/2022 5:47:09 PM,"3,290",GPUPDATE.EXE,C:\Windows\System32\gpupdate.exe,10,"7/11/2022 5:47:00 PM, 7/11/2022 5:35:36 PM, 7/11/2022 4:09:00 PM, 7/11/2022 3:59:36 PM, 7/11/2022 2:31:00 PM, 7/11/2022 2:23:36 PM, 7/11/2022 12:53:00 PM, 7/11/2022 12:47:36 PM",No
GUP.EXE-7F7956CE.pf,6/30/2022 8:44:13 AM,6/30/2022 8:44:13 AM,"8,646",GUP.EXE,C:\PROGRAM FILES\NOTEPAD++\updater\GUP.exe,1,6/30/2022 8:44:10 AM,No
HH.EXE-603A5034.pf,6/15/2022 8:45:45 AM,6/15/2022 8:45:45 AM,"26,949",HH.EXE,C:\Windows\hh.exe,1,6/15/2022 8:45:42 AM,No
HP SYSTEM INFORMATION.EXE-67254025.pf,7/7/2022 4:46:26 PM,7/7/2022 4:47:02 PM,"27,448",HP SYSTEM INFORMATION.EXE,C:\PROGRAM FILES\WINDOWSAPPS\AD2F1837.HPSYSTEMINFORMATION_8.10.29.0_X64__V10Z8VJAG6KE6\HP SYSTEM INFORMATION.EXE,2,"7/7/2022 4:46:55 PM, 7/7/2022 4:46:16 PM",No
HP-HPIA-5.1.4.EXE-36823E0D.pf,6/14/2022 4:54:16 PM,6/14/2022 4:54:16 PM,"8,325",HP-HPIA-5.1.4.EXE,C:\Temp\HP-HPIA-5.1.4.EXE,1,6/14/2022 4:54:06 PM,No
HP.EASYSTART.EXE-6DEB2CDF.pf,6/17/2022 3:14:46 PM,6/17/2022 3:14:46 PM,"63,965",HP.EASYSTART.EXE,C:\Users\npmoyer\AppData\Local\Temp\7zS3562\HPEASYSTART\HP.EASYSTART.EXE,1,6/17/2022 3:14:41 PM,No
HPEASYSTART-13.4.8-OJP8030_49-B9063646.pf,6/17/2022 3:13:27 PM,6/22/2022 4:32:45 PM,"37,382",HPEASYSTART-13.4.8-OJP8030_49_10_4647_1_WEBPACK.EXE,C:\Users\npmoyer\DOWNLOADS\HPEASYSTART-13.4.8-OJP8030_49_10_4647_1_WEBPACK.EXE,2,"6/22/2022 4:32:40 PM, 6/17/2022 3:13:26 PM",No
HPEASYSTART_14_4_6.EXE-AC133F2C.pf,6/22/2022 4:57:45 PM,6/22/2022 4:57:45 PM,"30,827",HPEASYSTART_14_4_6.EXE,C:\Users\npmoyer\DOWNLOADS\HPEASYSTART_14_4_6.EXE,1,6/22/2022 4:57:35 PM,No
